"user_id","position","department","type","leave_type","dates","time_start","time_in","time_in_diff_minutes","time_in_status","time_end","time_out","time_out_diff_minutes","time_out_status","dayoftheweek"
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-10","08:00:00","07:52:01",7.98,"On TIme","15:00:00","14:00:06",59.9,"Early Out","Sunday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-16","08:00:00","07:54:22",5.63,"On TIme","15:00:00","14:21:40",38.33,"Early Out","Saturday "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-17","15:00:00","15:54:50",-54.83,"Late","22:00:00","22:01:27",-1.45,"On TIme","Sunday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-22","08:00:00","07:46:24",13.6,"On TIme","15:00:00","14:10:06",49.9,"Early Out","Friday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-24","08:00:00","07:54:55",5.08,"On TIme","15:00:00","14:00:05",59.92,"Early Out","Sunday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-04-26","08:00:00","07:50:39",9.35,"On TIme","15:00:00","15:05:46",-5.77,"On TIme","Tuesday  "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-03","08:00:00","07:54:29",5.52,"On TIme","15:00:00","14:00:13",59.78,"Early Out","Tuesday  "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-05","08:00:00","07:51:50",8.17,"On TIme","15:00:00","14:02:22",57.63,"Early Out","Thursday "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-08","15:00:00","15:49:09",-49.15,"Late","22:00:00","22:01:48",-1.8,"On TIme","Sunday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-11","08:00:00","07:50:06",9.9,"On TIme","15:00:00","14:05:23",54.62,"Early Out","Wednesday"
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-13","15:00:00","15:56:22",-56.37,"Late","22:00:00","22:00:57",-0.95,"On TIme","Friday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-16","15:00:00","15:51:51",-51.85,"Late","22:00:00","22:06:45",-6.75,"On TIme","Monday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-17","08:00:00","07:56:31",3.48,"On TIme","15:00:00","14:00:06",59.9,"Early Out","Tuesday  "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-23","08:00:00","07:51:32",8.47,"On TIme","15:00:00","14:00:22",59.63,"Early Out","Monday   "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-24","08:00:00","07:49:23",10.62,"On TIme","15:00:00","14:01:35",58.42,"Early Out","Tuesday  "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-26","15:00:00","14:57:25",2.58,"On TIme","22:00:00","22:00:44",-0.73,"On TIme","Thursday "
"92930","Pharmacist Assistant","Pharmacy","work","work","2022-05-31","08:00:00","07:52:36",7.4,"On TIme","15:00:00","14:00:25",59.58,"Early Out","Tuesday  "
"93607","Doctor","Medical","work","work","2022-02-21","08:30:00","08:12:03",17.95,"On TIme","14:30:00","14:28:51",1.15,"Early Out","Monday   "
"93607","Doctor","Medical","work","work","2022-02-23","08:30:00","08:27:23",2.62,"On TIme","14:30:00","14:38:17",-8.28,"On TIme","Wednesday"
"93607","Doctor","Medical","work","work","2022-03-01","15:30:00","15:07:12",22.8,"On TIme","21:30:00","21:34:55",-4.92,"On TIme","Tuesday  "
"93607","Doctor","Medical","work","work","2022-03-11","08:30:00","08:18:30",11.5,"On TIme","14:30:00","14:33:18",-3.3,"On TIme","Friday   "
"93607","Doctor","Medical","work","work","2022-03-24","15:30:00","15:01:39",28.35,"On TIme","21:30:00","21:41:47",-11.78,"On TIme","Thursday "
"93607","Doctor","Medical","work","work","2022-04-15","08:30:00","08:26:39",3.35,"On TIme","14:30:00","14:38:16",-8.27,"On TIme","Friday   "
"93607","Doctor","Medical","work","work","2022-04-25","08:30:00","08:25:50",4.17,"On TIme","14:30:00","14:31:00",-1.0,"On TIme","Monday   "
"93607","Doctor","Medical","work","work","2022-05-05","15:30:00","15:26:18",3.7,"On TIme","21:30:00","21:33:43",-3.72,"On TIme","Thursday "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","annual","2022-03-11","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74465","Pharmacist Assistant","Pharmacy","leave","unpaid","2021-11-16","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"79738","Nurse","Medical","leave","compensatory","2022-09-28","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"83894","Nurse","Medical","leave","unpaid","2022-02-09","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-06-28","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-06-29","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-06-30","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","annual","2022-08-01","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-08-02","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-08-20","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-09-28","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-10-11","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-05-10","15:00:00","14:48:26",11.57,"On TIme","22:00:00","22:14:48",-14.8,"On TIme","Tuesday  "
"74042","Warehouse Officer - Purchasing","Support Centre","leave","compensatory","2022-10-12","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74044","Doctor","Medical","leave","sick","2022-01-07","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74044","Doctor","Medical","leave","sick","2022-01-08","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"74044","Doctor","Medical","leave","sick","2022-02-07","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74044","Doctor","Medical","leave","sick","2022-02-09","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74049","Nurse","Medical","leave","sick","2021-12-09","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74049","Nurse","Medical","leave","sick","2021-12-10","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74049","Nurse","Medical","leave","sick","2021-12-11","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"74049","Nurse","Medical","leave","sick","2021-12-12","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"74049","Nurse","Medical","leave","sick","2021-12-13","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74049","Nurse","Medical","leave","sick","2021-12-14","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74049","Nurse","Medical","leave","sick","2022-04-19","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74049","Nurse","Medical","leave","sick","2022-04-20","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74049","Nurse","Medical","leave","sick","2022-04-24","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"74049","Nurse","Medical","leave","sick","2022-06-20","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74049","Nurse","Medical","leave","sick","2022-06-21","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74049","Nurse","Medical","leave","sick","2022-06-22","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74049","Nurse","Medical","leave","sick","2022-06-23","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74049","Nurse","Medical","leave","sick","2022-06-24","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74049","Nurse","Medical","leave","sick","2022-06-25","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"74049","Nurse","Medical","leave","sick","2022-06-26","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"74049","Nurse","Medical","leave","sick","2022-06-27","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74049","Nurse","Medical","leave","sick","2022-06-28","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74050","Nurse","Medical","leave","sick","2022-04-11","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74052","Midwife","Medical","leave","compensatory","2022-09-04","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"74052","Midwife","Medical","leave","compensatory","2022-10-09","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"74054","Pharmacist Assistant","Pharmacy","leave","sick","2021-12-23","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74461","Pharmacist","Pharmacy","leave","compensatory","2022-07-27","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74461","Pharmacist","Pharmacy","leave","compensatory","2022-09-27","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74461","Pharmacist","Pharmacy","leave","compensatory","2022-09-28","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"74461","Pharmacist","Pharmacy","leave","compensatory","2022-09-29","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74461","Pharmacist","Pharmacy","leave","compensatory","2022-09-30","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-08-29","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-08-30","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-09-01","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-09-02","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-09-03","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"74556","Pharmacist Assistant","Pharmacy","leave","annual","2022-09-04","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"79765","Nurse","Medical","leave","annual","2022-04-24","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"79765","Nurse","Medical","leave","annual","2022-09-20","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74049","Nurse","Medical","leave","compensatory","2022-09-13","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"74049","Nurse","Medical","leave","compensatory","2022-10-14","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"74050","Nurse","Medical","leave","annual","2022-04-10","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"83884","Pharmacist","Pharmacy","leave","annual","2022-04-18","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"83884","Pharmacist","Pharmacy","leave","annual","2022-08-05","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"83884","Pharmacist","Pharmacy","leave","compensatory","2022-10-22","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"83884","Pharmacist","Pharmacy","leave","compensatory","2022-10-23","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"83885","Pharmacist","Pharmacy","leave","annual","2022-06-03","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"83885","Pharmacist","Pharmacy","leave","annual","2022-08-27","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"83894","Nurse","Medical","leave","unpaid","2022-02-10","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"83894","Nurse","Medical","leave","unpaid","2022-02-11","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-12","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"83894","Nurse","Medical","leave","unpaid","2022-02-13","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-14","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-15","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"83894","Nurse","Medical","leave","unpaid","2022-02-16","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"83894","Nurse","Medical","leave","unpaid","2022-02-17","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Thursday "
"83894","Nurse","Medical","leave","unpaid","2022-02-18","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Friday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-19","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Saturday "
"83894","Nurse","Medical","leave","unpaid","2022-02-20","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Sunday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-21","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Monday   "
"83894","Nurse","Medical","leave","unpaid","2022-02-22","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Tuesday  "
"83894","Nurse","Medical","leave","unpaid","2022-02-23","03:00:00","03:00:00",0.0,"On TIme","03:00:00","03:00:00",0.0,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-05-11","08:00:00","07:56:48",3.2,"On TIme","15:00:00","15:01:54",-1.9,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-05-12","15:00:00","14:47:31",12.48,"On TIme","22:00:00","22:02:45",-2.75,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-05-13","15:00:00","14:55:06",4.9,"On TIme","22:00:00","22:05:39",-5.65,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-05-15","15:00:00","14:51:52",8.13,"On TIme","22:00:00","22:03:22",-3.37,"On TIme","Sunday   "
"120666","Pharmacist","Pharmacy","work","work","2022-05-17","15:00:00","14:40:50",19.17,"On TIme","22:00:00","22:02:51",-2.85,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-05-19","08:00:00","07:52:33",7.45,"On TIme","15:00:00","15:02:14",-2.23,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-05-21","08:00:00","07:57:35",2.42,"On TIme","15:00:00","15:04:42",-4.7,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-05-23","15:00:00","14:52:15",7.75,"On TIme","22:00:00","22:01:37",-1.62,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-05-24","15:00:00","14:51:56",8.07,"On TIme","22:00:00","22:01:18",-1.3,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-05-25","08:00:00","07:53:55",6.08,"On TIme","15:00:00","15:01:48",-1.8,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-05-28","08:00:00","07:55:28",4.53,"On TIme","15:00:00","15:25:48",-25.8,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-05-29","15:00:00","14:49:07",10.88,"On TIme","22:00:00","22:02:18",-2.3,"On TIme","Sunday   "
"120666","Pharmacist","Pharmacy","work","work","2022-05-30","08:00:00","07:54:41",5.32,"On TIme","15:00:00","15:01:41",-1.68,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-05-31","15:00:00","14:59:08",0.87,"On TIme","22:00:00","22:05:30",-5.5,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-06-01","15:00:00","14:51:51",8.15,"On TIme","22:00:00","22:02:26",-2.43,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-06-02","08:00:00","07:51:29",8.52,"On TIme","15:00:00","15:35:40",-35.67,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-03","15:00:00","14:53:56",6.07,"On TIme","22:00:00","22:02:41",-2.68,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-04","15:00:00","14:52:13",7.78,"On TIme","22:00:00","22:02:27",-2.45,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-05","08:00:00","07:53:43",6.28,"On TIme","15:00:00","15:02:44",-2.73,"On TIme","Sunday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-06","08:00:00","07:51:54",8.1,"On TIme","15:00:00","15:28:45",-28.75,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-07","15:00:00","14:49:32",10.47,"On TIme","22:00:00","22:01:28",-1.47,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-06-09","15:00:00","14:48:29",11.52,"On TIme","22:00:00","22:04:35",-4.58,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-10","15:00:00","14:55:14",4.77,"On TIme","22:00:00","22:03:07",-3.12,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-11","15:00:00","14:49:44",10.27,"On TIme","22:00:00","22:02:30",-2.5,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-13","08:00:00","07:50:39",9.35,"On TIme","15:00:00","15:06:23",-6.38,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-14","08:00:00","07:49:40",10.33,"On TIme","15:00:00","15:07:29",-7.48,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-06-17","15:00:00","14:53:15",6.75,"On TIme","22:00:00","22:02:03",-2.05,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-18","15:00:00","14:52:43",7.28,"On TIme","22:00:00","22:01:15",-1.25,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-19","08:00:00","07:49:17",10.72,"On TIme","15:00:00","15:08:36",-8.6,"On TIme","Sunday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-20","08:00:00","07:50:43",9.28,"On TIme","15:00:00","15:01:28",-1.47,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-22","15:00:00","14:47:51",12.15,"On TIme","22:00:00","22:02:16",-2.27,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-06-23","15:00:00","14:43:44",16.27,"On TIme","22:00:00","22:03:08",-3.13,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-24","15:00:00","14:53:43",6.28,"On TIme","22:00:00","22:01:44",-1.73,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-25","08:00:00","07:53:25",6.58,"On TIme","15:00:00","15:02:41",-2.68,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-06-27","08:00:00","07:44:55",15.08,"On TIme","15:00:00","15:09:05",-9.08,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-06-28","08:00:00","07:46:58",13.03,"On TIme","15:00:00","15:00:47",-0.78,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-06-29","15:00:00","14:44:57",15.05,"On TIme","22:00:00","22:03:32",-3.53,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-06-30","08:00:00","07:46:25",13.58,"On TIme","15:00:00","15:01:35",-1.58,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-07-01","15:00:00","14:53:23",6.62,"On TIme","22:00:00","22:02:40",-2.67,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-07-02","08:00:00","07:52:37",7.38,"On TIme","15:00:00","15:01:30",-1.5,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-07-04","15:00:00","14:51:41",8.32,"On TIme","22:00:00","22:06:50",-6.83,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-07-05","15:00:00","14:58:32",1.47,"On TIme","22:00:00","22:03:06",-3.1,"On TIme","Tuesday  "
"120666","Pharmacist","Pharmacy","work","work","2022-07-06","15:00:00","14:50:27",9.55,"On TIme","22:00:00","22:02:54",-2.9,"On TIme","Wednesday"
"120666","Pharmacist","Pharmacy","work","work","2022-07-07","15:00:00","14:56:58",3.03,"On TIme","22:00:00","22:03:50",-3.83,"On TIme","Thursday "
"120666","Pharmacist","Pharmacy","work","work","2022-07-08","15:00:00","14:49:53",10.12,"On TIme","22:00:00","22:03:05",-3.08,"On TIme","Friday   "
"120666","Pharmacist","Pharmacy","work","work","2022-07-09","08:00:00","07:48:20",11.67,"On TIme","15:00:00","15:04:52",-4.87,"On TIme","Saturday "
"120666","Pharmacist","Pharmacy","work","work","2022-07-11","15:00:00","14:53:18",6.7,"On TIme","22:00:00","22:01:50",-1.83,"On TIme","Monday   "
"120666","Pharmacist","Pharmacy","work","work","2022-07-12","15:00:00","14:46:52",13.13,"On TIme","22:00:00","22:01:41",-1.68,"On TIme","Tuesday  "
